Alderman,Committee,Start,End
"u'Moore, David H.'","u'Committee on Committees, Rules and Ethics'",5/20/15,5/20/19
"u'Moore, David H.'","u'Committee on Economic, Capital and Technology Development'",5/20/15,5/20/19
"u'Moore, David H.'",u'Committee on Housing and Real Estate',5/20/15,5/20/19
"u'Moore, David H.'",u'Committee on Human Relations',5/20/15,5/20/19
"u'Moore, David H.'",u'Committee on License and Consumer Protection',5/20/15,5/20/19
"u'Moore, David H.'","u'Committee on Zoning, Landmarks and Building Standards'",5/20/15,5/20/19
"u'Moore, David H.'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",9/24/15,5/20/19
"u'Moore, David H.'",u'Joint Committee: Finance; License and Consumer Protection',10/21/15,5/20/19
"u'Moore, David H.'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",6/17/16,5/20/19
"u'Moore, David H.'",u'Joint Committee: Human Relations; Public Safety',12/16/15,5/20/19
"u'Moore, David H.'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",1/14/16,5/20/19
"u'Moore, David H.'",u'Joint Committee: License and Consumer Protection; Public Safety',2/10/16,5/20/19
"u'Moore, David H.'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',5/18/16,5/20/19
"u'Moore, David H.'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Moore, Joseph'",u'City Council',5/5/91,5/20/19
"u'Moore, Joseph'",u'Committee on Budget and Government Operations',5/21/07,5/20/19
"u'Moore, Joseph'","u'Committee on Committees, Rules and Ethics'",5/21/07,5/20/19
"u'Moore, Joseph'",u'Committee on Education and Child Development',5/20/15,5/20/19
"u'Moore, Joseph'",u'Committee on Finance',5/21/07,5/20/19
"u'Moore, Joseph'",u'Committee on Health and Environmental Protection',5/21/07,5/20/19
"u'Moore, Joseph'",u'Committee on Housing and Real Estate',5/20/15,5/20/19
"u'Moore, Joseph'",u'Committee on Human Relations',7/24/14,5/20/19
"u'Moore, Joseph'","u'Committee on Special Events, Cultural Affairs and Recreation'",7/24/13,5/20/19
"u'Moore, Joseph'",u'Joint Committee; Finance; Public Safety',7/29/15,5/20/19
"u'Moore, Joseph'",u'Joint Committee: Budget and Government Operations; Public Safety',4/13/16,5/20/19
"u'Moore, Joseph'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",5/21/07,5/20/19
"u'Moore, Joseph'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',8/26/16,5/20/19
"u'Moore, Joseph'",u'Joint Committee: Finance; Budget and Government Operations',7/29/15,5/20/19
"u'Moore, Joseph'",u'Joint Committee: Finance; License and Consumer Protection',10/21/15,5/20/19
"u'Moore, Joseph'",u'Joint Committee: Finance; Public Safety',5/6/91,5/20/19
"u'Moore, Joseph'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",6/17/16,5/20/19
"u'Moore, Joseph'",u'Joint Committee: Human Relations; Public Safety',5/21/07,5/20/19
"u'Moore, Joseph'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",1/14/16,5/20/19
"u'Moore, Joseph'",u'Joint Committee: Public Safety; Health and Environmental Protection',1/25/17,5/20/19
"u'Moore, Joseph'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Moreno, Proco Joe'",u'City Council',3/26/10,5/20/19
"u'Moreno, Proco Joe'","u'Committee on Committees, Rules and Ethics'",3/26/10,5/20/19
"u'Moreno, Proco Joe'","u'Committee on Economic, Capital and Technology Development'",3/26/10,5/20/19
"u'Moreno, Proco Joe'",u'Committee on Finance',3/26/10,5/20/19
"u'Moreno, Proco Joe'",u'Committee on Health and Environmental Protection',3/26/10,5/20/19
"u'Moreno, Proco Joe'","u'Committee on Special Events, Cultural Affairs and Recreation'",3/26/10,5/20/19
"u'Moreno, Proco Joe'","u'Committee on Zoning, Landmarks and Building Standards'",5/20/15,5/20/19
"u'Moreno, Proco Joe'",u'Joint Committee; Finance; Public Safety',7/29/15,5/20/19
"u'Moreno, Proco Joe'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",3/26/10,5/20/19
"u'Moreno, Proco Joe'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',3/11/14,5/20/19
"u'Moreno, Proco Joe'",u'Joint Committee: Finance; Budget and Government Operations',7/29/15,5/20/19
"u'Moreno, Proco Joe'",u'Joint Committee: Finance; License and Consumer Protection',3/18/15,5/20/19
"u'Moreno, Proco Joe'",u'Joint Committee: Finance; Public Safety',3/26/10,5/20/19
"u'Moreno, Proco Joe'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",6/17/16,5/20/19
"u'Moreno, Proco Joe'",u'Joint Committee: Public Safety; Health and Environmental Protection',1/25/17,5/20/19
"u'Moreno, Proco Joe'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Munoz, Ricardo'",u'City Council',1/12/93,5/20/19
"u'Munoz, Ricardo'",u'Committee on Budget and Government Operations',5/21/07,5/20/19
"u'Munoz, Ricardo'","u'Committee on Committees, Rules and Ethics'",5/21/07,5/20/19
"u'Munoz, Ricardo'",u'Committee on Education and Child Development',5/21/07,5/20/19
"u'Munoz, Ricardo'",u'Committee on Finance',5/21/07,5/20/19
"u'Munoz, Ricardo'",u'Committee on Human Relations',5/21/07,5/20/19
"u'Munoz, Ricardo'",u'Committee on Public Safety',5/20/15,5/20/19
"u'Munoz, Ricardo'",u'Joint Committee; Finance; Public Safety',7/29/15,5/20/19
"u'Munoz, Ricardo'",u'Joint Committee: Budget and Government Operations; Public Safety',4/13/16,5/20/19
"u'Munoz, Ricardo'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",5/21/07,5/20/19
"u'Munoz, Ricardo'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',8/26/16,5/20/19
"u'Munoz, Ricardo'",u'Joint Committee: Finance; Budget and Government Operations',7/29/15,5/20/19
"u'Munoz, Ricardo'",u'Joint Committee: Finance; License and Consumer Protection',3/18/15,5/20/19
"u'Munoz, Ricardo'",u'Joint Committee: Finance; Public Safety',1/12/93,5/20/19
"u'Munoz, Ricardo'",u'Joint Committee: Human Relations; Public Safety',5/21/07,5/20/19
"u'Munoz, Ricardo'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",1/14/16,5/20/19
"u'Munoz, Ricardo'",u'Joint Committee: License and Consumer Protection; Public Safety',2/10/16,5/20/19
"u'Munoz, Ricardo'",u'Joint Committee: Public Safety; Health and Environmental Protection',1/25/17,5/20/19
"u'Munoz, Ricardo'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Napolitano, Anthony V.'",u'City Council',5/18/15,5/20/19
"u'Napolitano, Anthony V.'",u'Committee on Aviation',5/20/15,5/20/19
"u'Napolitano, Anthony V.'","u'Committee on Committees, Rules and Ethics'",5/20/15,5/20/19
"u'Napolitano, Anthony V.'",u'Committee on Human Relations',5/20/15,5/20/19
"u'Napolitano, Anthony V.'",u'Committee on Pedestrian and Traffic Safety',5/20/15,5/20/19
"u'Napolitano, Anthony V.'",u'Committee on Public Safety',5/20/15,5/20/19
"u'Napolitano, Anthony V.'",u'Committee on Transportation and Public Way',5/20/15,5/20/19
"u'Napolitano, Anthony V.'",u'Joint Committee; Finance; Public Safety',7/29/15,5/20/19
"u'Napolitano, Anthony V.'",u'Joint Committee: Budget and Government Operations; Public Safety',4/13/16,5/20/19
"u'Napolitano, Anthony V.'",u'Joint Committee: Finance; Public Safety',7/29/15,5/20/19
"u'Napolitano, Anthony V.'",u'Joint Committee: Human Relations; Public Safety',12/16/15,5/20/19
"u'Napolitano, Anthony V.'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",1/14/16,5/20/19
"u'Napolitano, Anthony V.'",u'Joint Committee: License and Consumer Protection; Public Safety',2/10/16,5/20/19
"u'Napolitano, Anthony V.'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',5/18/16,5/20/19
"u'Napolitano, Anthony V.'",u'Joint Committee: Public Safety; Health and Environmental Protection',1/25/17,5/20/19
"u'Napolitano, Anthony V.'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Osterman, Harry'",u'City Council',5/16/11,5/20/19
"u'Osterman, Harry'","u'Committee on Committees, Rules and Ethics'",5/16/11,5/20/19
"u'Osterman, Harry'",u'Committee on Education and Child Development',5/16/11,5/20/19
"u'Osterman, Harry'",u'Committee on Finance',5/16/11,5/20/19
"u'Osterman, Harry'",u'Committee on Health and Environmental Protection',5/20/15,5/20/19
"u'Osterman, Harry'",u'Committee on Public Safety',5/16/11,5/20/19
"u'Osterman, Harry'",u'Joint Committee; Finance; Public Safety',7/29/15,5/20/19
"u'Osterman, Harry'",u'Joint Committee: Budget and Government Operations; Public Safety',4/13/16,5/20/19
"u'Osterman, Harry'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",5/16/11,5/20/19
"u'Osterman, Harry'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',8/26/16,5/20/19
"u'Osterman, Harry'",u'Joint Committee: Finance; Budget and Government Operations',7/29/15,5/20/19
"u'Osterman, Harry'",u'Joint Committee: Finance; License and Consumer Protection',3/18/15,5/20/19
"u'Osterman, Harry'",u'Joint Committee: Finance; Public Safety',5/16/11,5/20/19
"u'Osterman, Harry'",u'Joint Committee: Human Relations; Public Safety',5/16/11,5/20/19
"u'Osterman, Harry'",u'Joint Committee: License and Consumer Protection; Public Safety',2/10/16,5/20/19
"u'Osterman, Harry'",u'Joint Committee: Public Safety; Health and Environmental Protection',1/25/17,5/20/19
"u'Osterman, Harry'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Pawar, Ameya'",u'City Council',5/16/11,5/20/19
"u'Pawar, Ameya'",u'Committee on Budget and Government Operations',5/20/15,5/20/19
"u'Pawar, Ameya'","u'Committee on Committees, Rules and Ethics'",5/16/11,5/20/19
"u'Pawar, Ameya'","u'Committee on Economic, Capital and Technology Development'",5/16/11,5/20/19
"u'Pawar, Ameya'",u'Committee on Housing and Real Estate',5/20/15,5/20/19
"u'Pawar, Ameya'",u'Committee on Public Safety',5/16/11,5/20/19
"u'Pawar, Ameya'","u'Committee on Special Events, Cultural Affairs and Recreation'",5/16/11,5/20/19
"u'Pawar, Ameya'","u'Committee on Zoning, Landmarks and Building Standards'",5/16/11,5/20/19
"u'Pawar, Ameya'",u'Joint Committee; Finance; Public Safety',7/29/15,5/20/19
"u'Pawar, Ameya'",u'Joint Committee: Budget and Government Operations; Public Safety',4/13/16,5/20/19
"u'Pawar, Ameya'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",5/16/11,5/20/19
"u'Pawar, Ameya'",u'Joint Committee: Finance; Budget and Government Operations',7/29/15,5/20/19
"u'Pawar, Ameya'",u'Joint Committee: Finance; Public Safety',5/16/11,5/20/19
"u'Pawar, Ameya'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/18/11,5/20/19
"u'Pawar, Ameya'",u'Joint Committee: Human Relations; Public Safety',5/16/11,5/20/19
"u'Pawar, Ameya'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",1/14/16,5/20/19
"u'Pawar, Ameya'",u'Joint Committee: License and Consumer Protection; Public Safety',2/10/16,5/20/19
"u'Pawar, Ameya'",u'Joint Committee: Public Safety; Health and Environmental Protection',1/25/17,5/20/19
"u'Pawar, Ameya'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Quinn, Marty'",u'City Council',5/16/11,5/20/19
"u'Quinn, Marty'",u'Committee on Aviation',5/16/11,5/20/19
"u'Quinn, Marty'",u'Committee on Budget and Government Operations',5/20/15,5/20/19
"u'Quinn, Marty'","u'Committee on Committees, Rules and Ethics'",5/16/11,5/20/19
"u'Quinn, Marty'",u'Committee on Finance',7/24/13,5/20/19
"u'Quinn, Marty'",u'Committee on License and Consumer Protection',5/16/11,5/20/19
"u'Quinn, Marty'",u'Committee on Pedestrian and Traffic Safety',5/16/11,5/20/19
"u'Quinn, Marty'","u'Committee on Special Events, Cultural Affairs and Recreation'",5/16/11,5/20/19
"u'Quinn, Marty'",u'Committee on Transportation and Public Way',5/16/11,5/20/19
"u'Quinn, Marty'",u'Joint Committee; Finance; Public Safety',7/29/15,5/20/19
"u'Quinn, Marty'",u'Joint Committee: Budget and Government Operations; Public Safety',4/13/16,5/20/19
"u'Quinn, Marty'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",7/24/13,5/20/19
"u'Quinn, Marty'",u'Joint Committee: Finance; Budget and Government Operations',7/29/15,5/20/19
"u'Quinn, Marty'",u'Joint Committee: Finance; License and Consumer Protection',3/18/15,5/20/19
"u'Quinn, Marty'",u'Joint Committee: Finance; Public Safety',5/16/11,5/20/19
"u'Quinn, Marty'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",1/14/16,5/20/19
"u'Quinn, Marty'",u'Joint Committee: License and Consumer Protection; Public Safety',2/10/16,5/20/19
"u'Quinn, Marty'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',5/16/11,5/20/19
"u'Quinn, Marty'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Ramirez-Rosa, Carlos'",u'City Council',5/18/15,5/20/19
"u'Ramirez-Rosa, Carlos'","u'Committee on Committees, Rules and Ethics'",5/20/15,5/20/19
"u'Ramirez-Rosa, Carlos'","u'Committee on Economic, Capital and Technology Development'",5/20/15,5/20/19
"u'Ramirez-Rosa, Carlos'",u'Committee on Health and Environmental Protection',5/20/15,5/20/19
"u'Ramirez-Rosa, Carlos'",u'Committee on Pedestrian and Traffic Safety',5/20/15,5/20/19
"u'Ramirez-Rosa, Carlos'","u'Committee on Special Events, Cultural Affairs and Recreation'",5/20/15,5/20/19
"u'Ramirez-Rosa, Carlos'",u'Committee on Workforce Development and Audit',5/20/15,5/20/19
"u'Ramirez-Rosa, Carlos'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",9/24/15,5/20/19
"u'Ramirez-Rosa, Carlos'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',8/26/16,5/20/19
"u'Ramirez-Rosa, Carlos'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",1/14/16,5/20/19
"u'Ramirez-Rosa, Carlos'",u'Joint Committee: Public Safety; Health and Environmental Protection',1/25/17,5/20/19
"u'Ramirez-Rosa, Carlos'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Reboyras, Ariel'",u'City Council',5/5/03,5/20/19
"u'Reboyras, Ariel'",u'Committee on Aviation',7/24/14,5/20/19
"u'Reboyras, Ariel'",u'Committee on Budget and Government Operations',5/21/07,5/20/19
"u'Reboyras, Ariel'","u'Committee on Committees, Rules and Ethics'",5/21/07,5/20/19
"u'Reboyras, Ariel'",u'Committee on Finance',5/21/07,5/20/19
"u'Reboyras, Ariel'",u'Committee on Health and Environmental Protection',5/20/15,5/20/19
"u'Reboyras, Ariel'",u'Committee on Housing and Real Estate',5/21/07,5/20/19
"u'Reboyras, Ariel'",u'Committee on Human Relations',7/24/13,5/20/19
"u'Reboyras, Ariel'",u'Committee on License and Consumer Protection',7/24/14,5/20/19
"u'Reboyras, Ariel'",u'Committee on Public Safety',5/21/07,5/20/19
"u'Reboyras, Ariel'",u'Joint Committee; Finance; Public Safety',7/29/15,5/20/19
"u'Reboyras, Ariel'",u'Joint Committee: Budget and Government Operations; Public Safety',4/13/16,5/20/19
"u'Reboyras, Ariel'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",5/21/07,5/20/19
"u'Reboyras, Ariel'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',8/26/16,5/20/19
"u'Reboyras, Ariel'",u'Joint Committee: Finance; Budget and Government Operations',7/29/15,5/20/19
"u'Reboyras, Ariel'",u'Joint Committee: Finance; License and Consumer Protection',3/18/15,5/20/19
"u'Reboyras, Ariel'",u'Joint Committee: Finance; Public Safety',5/5/03,5/20/19
"u'Reboyras, Ariel'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/21/07,5/20/19
"u'Reboyras, Ariel'",u'Joint Committee: Human Relations; Public Safety',5/21/07,5/20/19
"u'Reboyras, Ariel'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",1/14/16,5/20/19
"u'Reboyras, Ariel'",u'Joint Committee: License and Consumer Protection; Public Safety',2/10/16,5/20/19
"u'Reboyras, Ariel'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',5/21/07,5/20/19
"u'Reboyras, Ariel'",u'Joint Committee: Public Safety; Health and Environmental Protection',1/25/17,5/20/19
"u'Reboyras, Ariel'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Reilly, Brendan'",u'City Council',5/21/07,5/20/19
"u'Reilly, Brendan'",u'Committee on Budget and Government Operations',5/21/07,5/20/19
"u'Reilly, Brendan'","u'Committee on Committees, Rules and Ethics'",5/21/07,5/20/19
"u'Reilly, Brendan'",u'Committee on Finance',5/21/07,5/20/19
"u'Reilly, Brendan'",u'Committee on Transportation and Public Way',5/21/07,5/20/19
"u'Reilly, Brendan'",u'Committee on Workforce Development and Audit',5/21/07,5/20/19
"u'Reilly, Brendan'","u'Committee on Zoning, Landmarks and Building Standards'",5/21/07,5/20/19
"u'Reilly, Brendan'",u'Joint Committee; Finance; Public Safety',7/29/15,5/20/19
"u'Reilly, Brendan'",u'Joint Committee: Budget and Government Operations; Public Safety',4/13/16,5/20/19
"u'Reilly, Brendan'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",5/21/07,5/20/19
"u'Reilly, Brendan'",u'Joint Committee: Finance; Budget and Government Operations',7/29/15,5/20/19
"u'Reilly, Brendan'",u'Joint Committee: Finance; License and Consumer Protection',3/18/15,5/20/19
"u'Reilly, Brendan'",u'Joint Committee: Finance; Public Safety',5/21/07,5/20/19
"u'Reilly, Brendan'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/21/07,5/20/19
"u'Reilly, Brendan'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',5/21/07,5/20/19
"u'Reilly, Brendan'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Sadlowski Garza, Susan'",u'City Council',5/18/15,5/20/19
"u'Sadlowski Garza, Susan'","u'Committee on Committees, Rules and Ethics'",5/20/15,5/20/19
"u'Sadlowski Garza, Susan'",u'Committee on Education and Child Development',5/20/15,5/20/19
"u'Sadlowski Garza, Susan'",u'Committee on Housing and Real Estate',5/20/15,5/20/19
"u'Sadlowski Garza, Susan'",u'Committee on Human Relations',5/20/15,5/20/19
"u'Sadlowski Garza, Susan'","u'Committee on Special Events, Cultural Affairs and Recreation'",5/20/15,5/20/19
"u'Sadlowski Garza, Susan'",u'Committee on Transportation and Public Way',5/20/15,5/20/19
"u'Sadlowski Garza, Susan'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',8/26/16,5/20/19
"u'Sadlowski Garza, Susan'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",6/17/16,5/20/19
"u'Sadlowski Garza, Susan'",u'Joint Committee: Human Relations; Public Safety',12/16/15,5/20/19
"u'Sadlowski Garza, Susan'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",1/14/16,5/20/19
"u'Sadlowski Garza, Susan'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',5/18/16,5/20/19
"u'Sadlowski Garza, Susan'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Santiago, Milagros S.'",u'City Council',5/18/15,5/20/19
"u'Santiago, Milagros S.'",u'Committee on Budget and Government Operations',5/20/15,5/20/19
"u'Santiago, Milagros S.'","u'Committee on Committees, Rules and Ethics'",5/20/15,5/20/19
"u'Santiago, Milagros S.'","u'Committee on Economic, Capital and Technology Development'",5/20/15,5/20/19
"u'Santiago, Milagros S.'",u'Committee on Human Relations',5/20/15,5/20/19
"u'Santiago, Milagros S.'","u'Committee on Special Events, Cultural Affairs and Recreation'",5/20/15,5/20/19
"u'Santiago, Milagros S.'",u'Committee on Transportation and Public Way',5/20/15,5/20/19
"u'Santiago, Milagros S.'",u'Joint Committee: Budget and Government Operations; Public Safety',4/13/16,5/20/19
"u'Santiago, Milagros S.'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",9/24/15,5/20/19
"u'Santiago, Milagros S.'",u'Joint Committee: Finance; Budget and Government Operations',7/29/15,5/20/19
"u'Santiago, Milagros S.'",u'Joint Committee: Human Relations; Public Safety',12/16/15,5/20/19
"u'Santiago, Milagros S.'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",1/14/16,5/20/19
"u'Santiago, Milagros S.'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',5/18/16,5/20/19
"u'Santiago, Milagros S.'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Sawyer, Roderick T.'",u'City Council',5/16/11,5/20/19
"u'Sawyer, Roderick T.'",u'Committee on Budget and Government Operations',5/20/15,5/20/19
"u'Sawyer, Roderick T.'","u'Committee on Committees, Rules and Ethics'",5/16/11,5/20/19
"u'Sawyer, Roderick T.'",u'Committee on Education and Child Development',5/16/11,5/20/19
"u'Sawyer, Roderick T.'",u'Committee on Finance',5/20/15,5/20/19
"u'Sawyer, Roderick T.'",u'Committee on Human Relations',5/16/11,5/20/19
"u'Sawyer, Roderick T.'",u'Committee on License and Consumer Protection',5/16/11,5/20/19
"u'Sawyer, Roderick T.'",u'Committee on Pedestrian and Traffic Safety',5/16/11,5/20/19
"u'Sawyer, Roderick T.'","u'Committee on Special Events, Cultural Affairs and Recreation'",5/16/11,5/20/19
"u'Sawyer, Roderick T.'",u'Joint Committee; Finance; Public Safety',7/29/15,5/20/19
"u'Sawyer, Roderick T.'",u'Joint Committee: Budget and Government Operations; Public Safety',4/13/16,5/20/19
"u'Sawyer, Roderick T.'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",9/24/15,5/20/19
"u'Sawyer, Roderick T.'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',8/26/16,5/20/19
"u'Sawyer, Roderick T.'",u'Joint Committee: Finance; Budget and Government Operations',7/29/15,5/20/19
"u'Sawyer, Roderick T.'",u'Joint Committee: Finance; License and Consumer Protection',10/21/15,5/20/19
"u'Sawyer, Roderick T.'",u'Joint Committee: Finance; Public Safety',7/29/15,5/20/19
"u'Sawyer, Roderick T.'",u'Joint Committee: Human Relations; Public Safety',5/16/11,5/20/19
"u'Sawyer, Roderick T.'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",1/14/16,5/20/19
"u'Sawyer, Roderick T.'",u'Joint Committee: License and Consumer Protection; Public Safety',2/10/16,5/20/19
"u'Sawyer, Roderick T.'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',5/16/11,5/20/19
"u'Sawyer, Roderick T.'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Scott, Jr. Michael'",u'City Council',5/18/15,5/20/19
"u'Scott, Jr. Michael'",u'Committee on Budget and Government Operations',5/20/15,5/20/19
"u'Scott, Jr. Michael'","u'Committee on Committees, Rules and Ethics'",5/20/15,5/20/19
"u'Scott, Jr. Michael'","u'Committee on Economic, Capital and Technology Development'",5/20/15,5/20/19
"u'Scott, Jr. Michael'",u'Committee on Education and Child Development',5/20/15,5/20/19
"u'Scott, Jr. Michael'",u'Committee on Housing and Real Estate',5/20/15,5/20/19
"u'Scott, Jr. Michael'",u'Committee on License and Consumer Protection',5/20/15,5/20/19
"u'Scott, Jr. Michael'","u'Committee on Special Events, Cultural Affairs and Recreation'",5/20/15,5/20/19
"u'Scott, Jr. Michael'",u'Joint Committee: Budget and Government Operations; Public Safety',4/13/16,5/20/19
"u'Scott, Jr. Michael'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",9/24/15,5/20/19
"u'Scott, Jr. Michael'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',8/26/16,5/20/19
"u'Scott, Jr. Michael'",u'Joint Committee: Finance; Budget and Government Operations',7/29/15,5/20/19
"u'Scott, Jr. Michael'",u'Joint Committee: Finance; License and Consumer Protection',10/21/15,5/20/19
"u'Scott, Jr. Michael'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",6/17/16,5/20/19
"u'Scott, Jr. Michael'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",1/14/16,5/20/19
"u'Scott, Jr. Michael'",u'Joint Committee: License and Consumer Protection; Public Safety',2/10/16,5/20/19
"u'Scott, Jr. Michael'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',5/18/16,5/20/19
"u'Scott, Jr. Michael'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Silverstein, Debra L.'",u'City Council',5/16/11,5/20/19
"u'Silverstein, Debra L.'",u'Committee on Budget and Government Operations',5/20/15,5/20/19
"u'Silverstein, Debra L.'","u'Committee on Committees, Rules and Ethics'",5/16/11,5/20/19
"u'Silverstein, Debra L.'",u'Committee on Finance',5/20/15,5/20/19
"u'Silverstein, Debra L.'",u'Committee on License and Consumer Protection',5/16/11,5/20/19
"u'Silverstein, Debra L.'",u'Committee on Pedestrian and Traffic Safety',5/16/11,5/20/19
"u'Silverstein, Debra L.'",u'Committee on Public Safety',5/16/11,5/20/19
"u'Silverstein, Debra L.'","u'Committee on Special Events, Cultural Affairs and Recreation'",5/16/11,5/20/19
"u'Silverstein, Debra L.'",u'Committee on Workforce Development and Audit',5/16/11,5/20/19
"u'Silverstein, Debra L.'",u'Joint Committee; Finance; Public Safety',7/29/15,5/20/19
"u'Silverstein, Debra L.'",u'Joint Committee: Budget and Government Operations; Public Safety',4/13/16,5/20/19
"u'Silverstein, Debra L.'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",9/24/15,5/20/19
"u'Silverstein, Debra L.'",u'Joint Committee: Finance; Budget and Government Operations',7/29/15,5/20/19
"u'Silverstein, Debra L.'",u'Joint Committee: Finance; License and Consumer Protection',3/18/15,5/20/19
"u'Silverstein, Debra L.'",u'Joint Committee: Finance; Public Safety',5/16/11,5/20/19
"u'Silverstein, Debra L.'",u'Joint Committee: Human Relations; Public Safety',5/16/11,5/20/19
"u'Silverstein, Debra L.'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",1/14/16,5/20/19
"u'Silverstein, Debra L.'",u'Joint Committee: License and Consumer Protection; Public Safety',2/10/16,5/20/19
"u'Silverstein, Debra L.'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',5/16/11,5/20/19
"u'Silverstein, Debra L.'",u'Joint Committee: Public Safety; Health and Environmental Protection',1/25/17,5/20/19
"u'Silverstein, Debra L.'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",12/4/15,5/20/19
"u'Smith, Michele'",u'City Council',5/16/11,5/20/19
"u'Smith, Michele'","u'Committee on Committees, Rules and Ethics'",5/16/11,5/20/19
"u'Smith, Michele'","u'Committee on Economic, Capital and Technology Development'",5/16/11,5/20/19
"u'Smith, Michele'",u'Committee on Education and Child Development',5/20/15,5/20/19
"u'Smith, Michele'",u'Committee on Human Relations',5/16/11,5/20/19
"u'Smith, Michele'",u'Committee on License and Consumer Protection',5/20/15,5/20/19
